open,high,low,close,volume,timestamp
4706,4738,4702,4728,8000.0,2018-02-05 12:00:00
4725,4729,4665,4674,15800.0,2018-02-05 16:00:00
4660,4670,4639,4670,4700.0,2018-02-06 08:00:00
4665,4677,4654,4662,16200.0,2018-02-06 12:00:00
4667,4695,4663,4691,12900.0,2018-02-06 16:00:00
4695,4722,4695,4722,5700.0,2018-02-07 08:00:00
4730,4765,4714,4748,25200.0,2018-02-07 12:00:00
4754,4772,4700,4700,22400.0,2018-02-07 16:00:00
4620,4650,4600,4600,3100.0,2018-02-08 08:00:00
4605,4665,4605,4648,11650.0,2018-02-08 12:00:00
4659,4668,4659,4668,1400.0,2018-02-10 08:00:00
4675,4728,4675,4707,9400.0,2018-02-10 12:00:00
4713,4730,4700,4726,8400.0,2018-02-10 16:00:00
4749,4770,4749,4770,6200.0,2018-02-12 08:00:00
4774,4800,4770,4782,16000.0,2018-02-12 12:00:00
4790,4848,4777,4843,17140.0,2018-02-12 16:00:00
4895,4900,4880,4880,900.0,2018-02-13 08:00:00
4875,4890,4865,4882,3500.0,2018-02-13 12:00:00
4881,4889,4844,4847,4300.0,2018-02-13 16:00:00
6355,6365,6347,6347,1100.0,2018-06-03 12:00:00
6352,6365,6350,6365,1400.0,2018-06-03 16:00:00
6352,6352,6352,6352,100.0,2018-06-03 20:00:00
6365,6365,6360,6360,200.0,2018-06-04 08:00:00
6363,6363,6355,6355,400.0,2018-06-04 12:00:00
6360,6360,6360,6360,100.0,2018-06-04 16:00:00
6400,6400,6400,6400,100.0,2018-06-04 20:00:00
6430,6445,6430,6445,400.0,2018-06-05 08:00:00
6460,6460,6445,6445,300.0,2018-06-05 12:00:00
6440,6440,6440,6440,100.0,2018-06-06 08:00:00
6430,6430,6412,6412,1000.0,2018-06-06 12:00:00
6405,6405,6405,6405,100.0,2018-06-06 20:00:00
6400,6415,6400,6410,1000.0,2018-06-07 12:00:00
6413,6420,6410,6410,1000.0,2018-06-07 16:00:00
6408,6408,6402,6405,800.0,2018-06-07 20:00:00
6395,6400,6393,6400,500.0,2018-06-08 16:00:00
6395,6395,6395,6395,200.0,2018-06-08 20:00:00
6415,6415,6415,6415,100.0,2018-06-09 08:00:00
6415,6425,6410,6413,1400.0,2018-06-09 12:00:00
6411,6417,6411,6413,1100.0,2018-06-09 16:00:00
6410,6410,6405,6405,200.0,2018-06-09 20:00:00
6450,6475,6450,6470,400.0,2018-06-10 08:00:00
6475,6550,6430,6550,2300.0,2018-06-10 12:00:00
6555,6590,6555,6590,1100.0,2018-06-10 16:00:00
6590,6775,6580,6775,1300.0,2018-06-10 20:00:00
6615,6650,6550,6550,1700.0,2018-06-11 08:00:00
6560,6620,6540,6620,3700.0,2018-06-11 12:00:00
6530,6685,6530,6685,1500.0,2018-06-11 16:00:00
6690,6695,6640,6640,600.0,2018-06-11 20:00:00
6655,6680,6655,6680,400.0,2018-06-12 08:00:00
6695,6785,6695,6745,4800.0,2018-06-12 12:00:00
6728,6780,6725,6770,1900.0,2018-06-12 16:00:00
6775,6790,6775,6785,500.0,2018-06-12 20:00:00
6850,6900,6850,6900,200.0,2018-06-13 08:00:00
6900,6940,6870,6870,1100.0,2018-06-13 12:00:00
6850,6850,6810,6825,500.0,2018-06-13 16:00:00
6870,6880,6870,6875,500.0,2018-06-13 20:00:00
6860,6860,6845,6845,200.0,2018-06-14 08:00:00
6830,6830,6780,6780,400.0,2018-06-14 12:00:00
6895,6912,6895,6910,800.0,2018-06-19 08:00:00
