timestamp,open,high,low,close,volume
2018-02-03 00:00:00,4706,4772,4600,4648,125650.0
2018-02-10 00:00:00,4659,4900,4659,4847,67240.0
2018-06-02 00:00:00,6355,6460,6347,6395,8800.0
2018-06-09 00:00:00,6415,6940,6405,6780,25900.0
2018-06-16 00:00:00,6895,7425,6895,7350,12400.0
2018-06-23 00:00:00,7490,8550,7490,8030,50900.0
2018-06-30 00:00:00,8020,8300,7710,7880,49500.0
2018-07-07 00:00:00,7880,7915,7570,7685,24700.0
2018-07-14 00:00:00,7685,8120,7685,8075,40100.0
2018-07-21 00:00:00,8100,9180,8100,9120,62300.0
2018-07-28 00:00:00,9160,11200,9140,10320,51300.0
2018-08-04 00:00:00,10370,10650,9160,10600,38700.0
2018-08-11 00:00:00,10650,10650,9900,10300,49300.0
2018-08-18 00:00:00,10200,10230,10180,10225,700.0
2018-08-25 00:00:00,10260,10900,10200,10750,26000.0
2018-09-01 00:00:00,10740,14000,10720,13250,42300.0
2018-09-08 00:00:00,13200,14120,12032,13460,40600.0
2018-09-15 00:00:00,13410,14170,13270,14080,22200.0
2018-09-22 00:00:00,14120,18200,14027,16850,55600.0
2018-09-29 00:00:00,16820,17500,12500,13500,64600.0
2018-10-06 00:00:00,13550,14850,12035,13960,64500.0
2018-10-13 00:00:00,14000,14100,12900,13470,52200.0
2018-10-20 00:00:00,13400,13870,13047,13350,30700.0
2018-10-27 00:00:00,13400,15200,13400,14250,45600.0
2018-11-03 00:00:00,14330,14720,13850,14150,28400.0
2018-11-10 00:00:00,14200,14260,11800,11820,46100.0
2018-11-17 00:00:00,11750,13280,11550,12000,55100.0
2018-11-24 00:00:00,12050,12470,10800,11170,53600.0
2018-12-01 00:00:00,11220,11930,11000,11380,62500.0
2018-12-08 00:00:00,11380,11500,9700,10160,72900.0
2018-12-15 00:00:00,10200,10250,9700,10000,71400.0
2018-12-22 00:00:00,10000,12000,10000,10340,92200.0
2018-12-29 00:00:00,10280,10900,10100,10630,72600.0
2019-01-05 00:00:00,10700,11170,10500,11080,76700.0
2019-01-12 00:00:00,11110,11880,10870,11360,102900.0
2019-01-19 00:00:00,11500,11670,11420,11620,61900.0
2019-01-26 00:00:00,11630,12190,11600,11660,94000.0
2019-02-02 00:00:00,11650,11870,10980,11770,97700.0
2019-02-09 00:00:00,11740,12090,11700,11900,57400.0
2019-02-16 00:00:00,11890,13580,11860,12900,156000.0
2019-02-23 00:00:00,12950,13730,12850,13340,143700.0
2019-03-02 00:00:00,13380,13600,12510,13080,129100.0
2019-03-09 00:00:00,13090,13180,12720,13065,85700.0
2019-03-16 00:00:00,13000,13170,12740,13140,41600.0
2019-03-23 00:00:00,13160,13400,13040,13290,38800.0
2019-03-30 00:00:00,13320,13360,13210,13290,25300.0
2019-04-06 00:00:00,13330,14500,13330,13730,146900.0
2019-04-13 00:00:00,13730,13840,13300,13440,142800.0
2019-04-20 00:00:00,13500,13930,13500,13830,103100.0
2019-04-27 00:00:00,13850,14530,13850,14470,128000.0
2019-05-04 00:00:00,14380,15500,14360,15230,169800.0
2019-05-11 00:00:00,15250,15420,14450,14470,169700.0
2019-05-18 00:00:00,14520,14700,13670,14050,132500.0
2019-05-25 00:00:00,14130,14230,13150,13725,121500.0
2019-06-01 00:00:00,13800,13850,13050,13220,16500.0
2019-06-08 00:00:00,13240,13630,12600,13440,111700.0
2019-06-15 00:00:00,13430,13710,12980,13180,118400.0
2019-06-22 00:00:00,13170,13370,12980,13050,98200.0
2019-06-29 00:00:00,13040,13060,12680,12900,87200.0
2019-07-06 00:00:00,12930,13170,12730,12740,91200.0
2019-07-13 00:00:00,12680,12680,11040,11580,171300.0
2019-07-20 00:00:00,11700,12580,11570,11840,164200.0
2019-07-27 00:00:00,11900,12380,11800,12070,123900.0
2019-08-03 00:00:00,12090,12090,11740,11850,60000.0
2019-08-10 00:00:00,11640,11640,11640,11640,200.0
2019-08-17 00:00:00,11680,11850,11580,11660,38400.0
2019-08-24 00:00:00,11690,11690,10900,11300,104900.0
2019-08-31 00:00:00,11350,11540,11160,11380,88200.0
2019-09-07 00:00:00,11370,11640,11260,11330,56600.0
2019-09-14 00:00:00,11340,11490,11190,11470,107300.0
2019-09-21 00:00:00,11470,11480,11240,11360,71300.0
2019-09-28 00:00:00,11350,11500,11330,11465,61300.0
2019-10-05 00:00:00,11460,11470,11380,11422,94550.0
2019-10-12 00:00:00,11435,11450,11315,11368,231320.0
2019-10-19 00:00:00,11360,11375,11055,11135,200050.0
2019-10-26 00:00:00,11145,11240,11080,11235,225370.0
2019-11-02 00:00:00,11240,11415,11235,11340,206159.0
2019-11-09 00:00:00,11335,11865,11315,11840,111700.0
2019-11-16 00:00:00,11840,12440,11730,11840,148200.0
2019-11-23 00:00:00,11870,12640,11750,12550,150000.0
2019-11-30 00:00:00,12620,13160,12310,12940,160600.0
2019-12-07 00:00:00,12970,14060,12660,12820,220500.0
2019-12-14 00:00:00,12850,13120,12400,12970,182600.0
2019-12-21 00:00:00,13030,13370,12910,13140,164200.0
2019-12-28 00:00:00,13160,14000,13010,13810,143100.0
2020-01-04 00:00:00,13750,14120,13240,13320,189900.0
2020-01-11 00:00:00,13370,13550,13110,13400,160400.0
2020-01-18 00:00:00,13390,13490,13310,13455,93400.0
2020-01-25 00:00:00,13460,13640,13400,13610,100500.0
2020-02-01 00:00:00,13600,13630,13350,13580,121900.0
2020-02-08 00:00:00,13575,14040,13570,13830,125200.0
2020-02-15 00:00:00,13800,14580,13780,14550,186600.0
2020-02-22 00:00:00,14565,15870,14500,15200,310900.0
2020-02-29 00:00:00,15230,15760,14700,15040,276400.0
2020-03-07 00:00:00,15180,15470,15160,15220,116700.0
2020-03-14 00:00:00,15240,16130,15220,15970,102400.0
2020-03-21 00:00:00,16000,16040,15830,15870,10200.0
2020-03-28 00:00:00,16170,16400,16130,16300,1504.0
2020-04-04 00:00:00,16300,16320,15850,16040,25202.0
2020-04-11 00:00:00,16000,16250,15630,15700,51100.0
2020-04-18 00:00:00,15250,16190,15250,15950,44400.0
2020-04-25 00:00:00,15980,16150,15730,15980,77600.0
2020-05-02 00:00:00,16020,16200,15880,16170,78600.0
2020-05-09 00:00:00,16150,16890,16080,16600,123200.0
2020-05-16 00:00:00,16640,17540,16640,17380,109400.0
2020-05-23 00:00:00,17390,17390,17060,17350,17600.0
2020-05-30 00:00:00,17430,17720,17320,17500,64100.0
2020-06-06 00:00:00,17530,17930,17330,17730,99800.0
2020-06-13 00:00:00,17760,18690,17690,18650,99800.0
2020-06-20 00:00:00,18690,20290,18680,19280,159905.0
2020-06-27 00:00:00,19230,20770,19110,20600,199000.0
2020-07-04 00:00:00,20520,22180,20370,21890,192200.0
2020-07-11 00:00:00,21930,23940,21860,23940,219500.0
2020-07-18 00:00:00,24000,25600,21000,21820,256800.0
2020-07-25 00:00:00,21920,24080,21840,23402,179804.0
2020-08-01 00:00:00,23150,23530,22450,22550,14200.0
2020-08-08 00:00:00,22600,22605,20750,22300,197500.0
2020-08-15 00:00:00,22000,23000,21680,22450,214800.0
