timestamp,open,high,low,close,volume
2006-03-01 00:00:00,555.0,589.55,544.35,583.65,40762
2006-04-03 00:00:00,583.65,655.8,582.25,654.95,103078
2006-05-01 00:00:00,654.95,730.45,636.1,645.1,113452
2006-06-01 00:00:00,645.1,645.85,542.25,615.85,101836
2006-07-03 00:00:00,615.85,677.15,602.35,636.65,77642
2006-08-01 00:00:00,636.65,656.3,607.15,627.0,137051
2006-09-01 00:00:00,627.0,640.45,570.9,598.25,165211
2006-10-02 00:00:00,598.25,611.05,559.7,607.0,287043
2006-11-01 00:00:00,607.0,648.95,605.9,648.0,298841
2006-12-01 00:00:00,648.0,650.15,611.85,636.65,226968
2007-01-01 00:00:00,636.65,654.8,602.35,652.8,203459
2007-02-01 00:00:00,652.8,688.8,643.45,669.3,231855
2007-03-01 00:00:00,669.3,677.35,632.8,663.85,302196
2007-04-02 00:00:00,663.85,693.95,656.6,678.55,257176
2007-05-01 00:00:00,678.55,690.95,652.0,660.55,259014
2007-06-01 00:00:00,660.55,674.1,639.23,649.6,249164
2007-07-02 00:00:00,649.6,687.76,645.35,664.3,232135
2007-08-01 00:00:00,664.3,676.92,642.12,673.24,267919
2007-09-03 00:00:00,673.24,746.05,671.59,743.65,249777
2007-10-01 00:00:00,743.65,797.3,720.92,796.8,409213
2007-11-01 00:00:00,796.8,845.955,772.8,782.25,490107
2007-12-03 00:00:00,782.25,843.11,777.0,833.56,350936
2008-01-01 00:00:00,833.56,936.55,833.56,926.23,465785
2008-02-01 00:00:00,926.23,976.15,884.4,973.45,454347
2008-03-03 00:00:00,973.45,1032.85,904.75,916.29,557265
2008-04-01 00:00:00,916.29,953.19,862.7,877.6,561639
2008-05-01 00:00:00,877.6,935.5,845.4,886.52,918080
2008-06-02 00:00:00,886.52,935.135,857.7,925.44,1085238
2008-07-01 00:00:00,925.44,988.58,894.105,914.13,1208849
2008-08-01 00:00:00,914.13,917.35,772.95,831.05,905890
2008-09-01 00:00:00,831.05,926.65,736.35,870.95,1148157
2008-10-01 00:00:00,870.95,931.95,681.65,724.6,1114568
2008-11-03 00:00:00,724.6,831.6,700.43,817.98,1060685
2008-12-01 00:00:00,817.98,890.85,741.4,881.7,1080397
2009-01-01 00:00:00,881.7,929.755,801.825,927.8,1086954
2009-02-02 00:00:00,927.8,1006.45,889.63,942.95,700867
2009-03-02 00:00:00,942.95,967.2,883.405,919.15,928372
2009-04-01 00:00:00,919.15,933.645,864.98,888.0,799197
2009-05-01 00:00:00,888.0,980.35,880.2,979.1,648051
2009-06-01 00:00:00,979.1,990.305,913.21,926.44,554628
2009-07-01 00:00:00,926.44,959.14,905.165,954.05,426836
2009-08-03 00:00:00,954.05,971.865,930.45,951.25,427820
2009-09-01 00:00:00,951.25,1024.28,946.615,1007.67,536364
2009-10-01 00:00:00,1007.67,1070.79,986.9,1045.55,453789
2009-11-02 00:00:00,1045.55,1195.395,1041.98,1179.52,529796
2009-12-01 00:00:00,1179.52,1226.525,1074.735,1097.12,704859
2010-01-01 00:00:00,1097.12,1162.08,1074.21,1080.92,608651
2010-02-01 00:00:00,1080.92,1131.26,1044.475,1117.73,712073
2010-03-01 00:00:00,1117.73,1145.185,1085.315,1113.17,652834
2010-04-01 00:00:00,1113.17,1181.785,1106.43,1179.1,504973
2010-05-03 00:00:00,1179.1,1249.495,1156.595,1216.25,856870
2010-06-01 00:00:00,1216.25,1265.265,1196.595,1242.37,699668
2010-07-01 00:00:00,1242.37,1243.99,1156.83,1181.05,601033
2010-08-02 00:00:00,1181.05,1249.97,1174.61,1247.42,507497
2010-09-01 00:00:00,1247.42,1316.025,1236.76,1308.66,590202
2010-10-01 00:00:00,1308.66,1387.285,1306.35,1359.39,1020105
2010-11-01 00:00:00,1359.39,1424.55,1325.64,1386.16,1330498
2010-12-01 00:00:00,1386.16,1431.375,1361.21,1421.46,965157
2011-01-03 00:00:00,1421.46,1424.055,1308.41,1332.64,911318
2011-02-01 00:00:00,1332.64,1418.335,1325.0,1411.2,677877
2011-03-01 00:00:00,1411.2,1447.832,1381.025,1432.313,961986
2011-04-01 00:00:00,1432.313,1569.465,1412.771,1563.75,1019094
2011-05-02 00:00:00,1563.75,1576.472,1462.702,1535.639,1611162
2011-06-01 00:00:00,1535.639,1558.242,1490.812,1500.078,1074463
2011-07-01 00:00:00,1500.078,1632.826,1478.257,1627.15,1030234
2011-08-01 00:00:00,1627.15,1912.277,1605.9,1825.613,3309904
2011-09-01 00:00:00,1825.613,1921.07,1533.207,1623.813,2837484
2011-10-03 00:00:00,1623.813,1752.728,1596.009,1714.997,1909676
2011-11-01 00:00:00,1714.997,1803.023,1666.683,1746.439,1603207
2011-12-01 00:00:00,1746.439,1763.305,1522.764,1565.025,976368
2012-01-02 00:00:00,1565.025,1747.693,1565.025,1737.721,829412
2012-02-01 00:00:00,1737.721,1790.792,1688.483,1696.912,863985
2012-03-01 00:00:00,1696.912,1726.175,1628.18,1668.324,918246
2012-04-02 00:00:00,1668.324,1683.574,1612.394,1664.889,610793
2012-05-01 00:00:00,1664.889,1671.62,1527.117,1560.508,941717
2012-06-01 00:00:00,1560.508,1640.938,1545.293,1597.584,951439
2012-07-02 00:00:00,1597.584,1629.692,1555.126,1614.535,644194
2012-08-01 00:00:00,1614.535,1693.146,1584.153,1691.885,543846
2012-09-03 00:00:00,1691.885,1787.584,1685.587,1772.262,607334
2012-10-01 00:00:00,1772.262,1796.001,1698.736,1720.617,586640
2012-11-01 00:00:00,1720.617,1754.49,1672.738,1714.878,549609
2012-12-03 00:00:00,1714.878,1723.438,1635.807,1676.244,1075053
2013-01-01 00:00:00,1676.244,1697.37,1626.022,1663.67,1992036
2013-02-01 00:00:00,1663.67,1685.483,1555.096,1579.608,2976107
2013-03-01 00:00:00,1579.608,1616.958,1561.552,1596.946,2646214
2013-04-01 00:00:00,1596.946,1604.019,1321.936,1476.744,5211521
2013-05-01 00:00:00,1476.744,1488.081,1338.272,1387.96,5073154
2013-06-03 00:00:00,1387.96,1423.726,1180.512,1234.686,5431505
2013-07-01 00:00:00,1234.686,1348.176,1208.306,1325.082,5240411
2013-08-01 00:00:00,1325.082,1433.773,1272.964,1395.288,5456923
2013-09-02 00:00:00,1395.288,1416.442,1291.981,1328.924,4522972
2013-10-01 00:00:00,1328.924,1361.936,1251.691,1323.138,5392875
2013-11-01 00:00:00,1323.138,1327.584,1225.535,1251.215,3224679
2013-12-02 00:00:00,1251.215,1267.964,1182.444,1205.094,3468728
2014-01-01 00:00:00,1205.094,1279.29,1203.666,1244.476,3262265
2014-02-03 00:00:00,1244.476,1345.49,1240.886,1326.561,2796632
2014-03-03 00:00:00,1326.561,1392.324,1282.466,1284.006,3066811
2014-04-01 00:00:00,1284.006,1331.26,1268.602,1291.45,2185849
2014-05-01 00:00:00,1291.45,1315.704,1242.292,1249.669,3827551
2014-06-02 00:00:00,1249.669,1329.628,1240.374,1327.149,1913693
2014-07-01 00:00:00,1327.149,1345.361,1281.016,1282.916,2268945
2014-08-01 00:00:00,1282.916,1322.912,1269.184,1287.584,1327196
2014-09-01 00:00:00,1287.584,1289.994,1204.453,1208.127,1380802
2014-10-01 00:00:00,1208.127,1255.398,1161.098,1173.157,2020862
2014-11-03 00:00:00,1173.157,1208.087,1131.306,1167.046,2566910
2014-12-01 00:00:00,1167.046,1238.385,1142.784,1182.789,2219031
2015-01-01 00:00:00,1182.789,1307.792,1167.624,1283.956,2797952
