timestamp,open,high,low,close,volume
2018-02-05 00:00:00,4706,4738,4665,4674,23800.0
2018-02-06 00:00:00,4660,4695,4639,4691,33800.0
2018-02-07 00:00:00,4695,4772,4695,4700,53300.0
2018-02-08 00:00:00,4620,4665,4600,4648,14750.0
2018-02-10 00:00:00,4659,4730,4659,4726,19200.0
2018-02-12 00:00:00,4749,4848,4749,4843,39340.0
2018-02-13 00:00:00,4895,4900,4844,4847,8700.0
2018-06-03 00:00:00,6355,6365,6347,6352,2600.0
2018-06-04 00:00:00,6365,6400,6355,6400,800.0
2018-06-05 00:00:00,6430,6460,6430,6445,700.0
2018-06-06 00:00:00,6440,6440,6405,6405,1200.0
2018-06-07 00:00:00,6400,6420,6400,6405,2800.0
2018-06-08 00:00:00,6395,6400,6393,6395,700.0
2018-06-09 00:00:00,6415,6425,6405,6405,2800.0
2018-06-10 00:00:00,6450,6775,6430,6775,5100.0
2018-06-11 00:00:00,6615,6695,6530,6640,7500.0
2018-06-12 00:00:00,6655,6790,6655,6785,7600.0
2018-06-13 00:00:00,6850,6940,6810,6875,2300.0
2018-06-14 00:00:00,6860,6860,6780,6780,600.0
2018-06-19 00:00:00,6895,7085,6895,7085,4400.0
2018-06-20 00:00:00,7190,7280,7120,7280,2300.0
2018-06-21 00:00:00,7280,7370,7280,7295,4400.0
2018-06-22 00:00:00,7375,7425,7350,7350,1300.0
2018-06-23 00:00:00,7490,7910,7490,7850,7800.0
2018-06-24 00:00:00,7860,8550,7860,8490,7600.0
2018-06-25 00:00:00,8350,8350,7850,7870,8000.0
2018-06-26 00:00:00,7900,8040,7580,7760,10800.0
2018-06-27 00:00:00,7750,7900,7600,7890,8200.0
2018-06-28 00:00:00,7900,8170,7890,8050,7600.0
2018-06-29 00:00:00,8040,8075,7980,8030,900.0
2018-06-30 00:00:00,8020,8100,7820,7840,8900.0
2018-07-01 00:00:00,7880,8220,7860,8220,10500.0
2018-07-02 00:00:00,8230,8300,8050,8150,8800.0
2018-07-03 00:00:00,8140,8140,7890,8020,8400.0
2018-07-04 00:00:00,8040,8040,7800,7850,4600.0
2018-07-05 00:00:00,7880,7900,7710,7730,5300.0
2018-07-06 00:00:00,7820,7920,7820,7880,3000.0
2018-07-07 00:00:00,7880,7915,7790,7820,6500.0
2018-07-08 00:00:00,7820,7910,7790,7845,5400.0
2018-07-09 00:00:00,7845,7846,7810,7840,2300.0
2018-07-10 00:00:00,7840,7840,7685,7685,3900.0
2018-07-11 00:00:00,7700,7700,7570,7625,2100.0
2018-07-12 00:00:00,7670,7730,7660,7710,3600.0
2018-07-13 00:00:00,7700,7700,7685,7685,900.0
2018-07-14 00:00:00,7685,7950,7685,7930,5300.0
2018-07-15 00:00:00,7930,8055,7900,7910,7600.0
2018-07-16 00:00:00,7930,7980,7820,7860,7100.0
2018-07-17 00:00:00,7860,8075,7830,8075,7200.0
2018-07-18 00:00:00,8100,8100,7950,7990,6900.0
2018-07-19 00:00:00,8010,8120,8010,8100,5200.0
2018-07-20 00:00:00,8090,8090,8070,8075,800.0
2018-07-21 00:00:00,8100,8350,8100,8340,10500.0
2018-07-22 00:00:00,8415,8670,8415,8645,10700.0
2018-07-23 00:00:00,8670,9070,8660,9040,12400.0
2018-07-24 00:00:00,9000,9180,8800,8920,14700.0
2018-07-25 00:00:00,8860,9040,8850,8900,6100.0
2018-07-26 00:00:00,8970,9110,8970,9090,6300.0
2018-07-27 00:00:00,9070,9120,9070,9120,1600.0
2018-07-28 00:00:00,9160,9610,9140,9600,9300.0
2018-07-29 00:00:00,9610,10950,9610,10730,8700.0
2018-07-30 00:00:00,10420,11200,10000,10770,10700.0
2018-07-31 00:00:00,10560,10600,9750,10100,9900.0
2018-08-01 00:00:00,10150,10500,10000,10240,6100.0
2018-08-02 00:00:00,10300,10400,10220,10360,5700.0
2018-08-03 00:00:00,10320,10335,10310,10320,900.0
2018-08-04 00:00:00,10370,10370,9500,9930,8700.0
2018-08-05 00:00:00,9900,9900,9530,9640,10200.0
2018-08-06 00:00:00,9750,9820,9350,9420,10000.0
2018-08-08 00:00:00,9180,9840,9160,9830,3400.0
2018-08-09 00:00:00,9900,10170,9870,10050,4700.0
2018-08-10 00:00:00,10170,10650,10170,10600,1700.0
2018-08-11 00:00:00,10650,10650,10140,10170,10400.0
2018-08-12 00:00:00,10170,10170,9900,9980,9900.0
2018-08-13 00:00:00,10050,10300,9950,10280,9700.0
2018-08-14 00:00:00,10340,10450,10320,10320,9200.0
2018-08-15 00:00:00,10350,10360,10080,10080,6000.0
2018-08-16 00:00:00,10220,10380,10220,10360,3200.0
2018-08-17 00:00:00,10320,10320,10270,10300,900.0
2018-08-24 00:00:00,10200,10230,10180,10225,700.0
2018-08-25 00:00:00,10260,10300,10200,10250,4200.0
2018-08-26 00:00:00,10280,10430,10270,10370,5800.0
2018-08-27 00:00:00,10390,10700,10380,10700,7000.0
2018-08-28 00:00:00,10740,10900,10650,10690,7600.0
2018-08-29 00:00:00,10760,10830,10760,10830,200.0
2018-08-31 00:00:00,10755,10760,10735,10750,1200.0
2018-09-01 00:00:00,10740,11070,10720,11070,7200.0
2018-09-02 00:00:00,11100,11700,11100,11560,8400.0
2018-09-03 00:00:00,11620,12450,11600,12280,8700.0
2018-09-04 00:00:00,12280,13140,12280,13140,6300.0
2018-09-05 00:00:00,13600,14000,13000,13450,8200.0
2018-09-06 00:00:00,13100,13100,13000,13000,200.0
2018-09-07 00:00:00,12870,13250,12800,13250,3300.0
2018-09-08 00:00:00,13200,13200,12580,12900,3800.0
2018-09-09 00:00:00,12580,12700,12032,12630,9600.0
2018-09-10 00:00:00,12800,13700,12800,13700,10500.0
2018-09-11 00:00:00,13700,14120,13200,13250,11300.0
2018-09-12 00:00:00,13520,13550,13200,13410,4700.0
2018-09-14 00:00:00,13490,13500,13460,13460,700.0
2018-09-15 00:00:00,13410,13800,13270,13800,5300.0
2018-09-16 00:00:00,14150,14170,13510,13970,8300.0
2018-09-17 00:00:00,13930,14070,13860,14020,7800.0
2018-09-21 00:00:00,14120,14120,14000,14080,800.0
2018-09-22 00:00:00,14120,14300,14027,14038,10400.0
2018-09-23 00:00:00,14340,14560,14200,14480,12200.0
2018-09-24 00:00:00,14500,15770,14500,15770,9200.0
2018-09-25 00:00:00,15880,16650,15250,16350,13700.0
2018-09-26 00:00:00,16300,18200,16300,18000,8300.0
2018-09-28 00:00:00,17120,17150,16850,16850,1800.0
2018-09-29 00:00:00,16820,17500,16500,17080,9300.0
2018-09-30 00:00:00,17150,17200,16600,16730,10900.0
2018-10-01 00:00:00,16620,16950,14700,14800,18300.0
2018-10-02 00:00:00,14500,14900,12500,14050,18900.0
2018-10-03 00:00:00,14400,14600,13900,14050,6800.0
2018-10-05 00:00:00,13560,13600,13500,13500,400.0
2018-10-06 00:00:00,13550,13800,12750,13050,8900.0
2018-10-07 00:00:00,13100,13400,12035,13200,17600.0
2018-10-08 00:00:00,13300,13650,12900,13450,11500.0
2018-10-09 00:00:00,13550,14850,13550,14800,13300.0
2018-10-10 00:00:00,14750,14800,14030,14050,10900.0
2018-10-11 00:00:00,14050,14050,14050,14050,100.0
2018-10-12 00:00:00,13950,13960,13830,13960,2200.0
2018-10-13 00:00:00,14000,14100,13600,13700,11000.0
2018-10-14 00:00:00,13770,13820,13230,13310,8500.0
2018-10-15 00:00:00,13250,13900,12900,13850,14800.0
2018-10-16 00:00:00,13950,14100,13600,13900,13900.0
2018-10-17 00:00:00,13950,13950,13470,13470,4000.0
2018-10-20 00:00:00,13400,13500,13270,13270,2500.0
2018-10-21 00:00:00,13300,13650,13300,13640,3400.0
2018-10-22 00:00:00,13700,13870,13540,13640,11000.0
2018-10-23 00:00:00,13600,13680,13047,13410,7800.0
2018-10-24 00:00:00,13480,13480,13270,13350,4800.0
2018-10-26 00:00:00,13360,13360,13340,13350,1200.0
2018-10-27 00:00:00,13400,13800,13400,13760,7700.0
2018-10-28 00:00:00,13890,14270,13800,14180,10500.0
2018-10-29 00:00:00,14300,14550,14280,14480,5900.0
2018-10-30 00:00:00,14450,14500,14420,14500,5700.0
2018-10-31 00:00:00,14650,15200,14650,14810,11900.0
2018-11-02 00:00:00,14120,14400,14120,14250,3900.0
2018-11-03 00:00:00,14330,14400,13850,14080,8100.0
2018-11-04 00:00:00,14200,14600,14150,14550,10600.0
2018-11-05 00:00:00,14680,14720,14340,14350,9200.0
2018-11-09 00:00:00,14050,14150,14050,14150,500.0
2018-11-10 00:00:00,14200,14260,13930,13980,7600.0
2018-11-11 00:00:00,14060,14090,13600,13640,7800.0
2018-11-12 00:00:00,13640,13650,13250,13310,11100.0
2018-11-13 00:00:00,13320,13400,13026,13300,9400.0
2018-11-14 00:00:00,13320,13370,12280,12320,8200.0
2018-11-16 00:00:00,12000,12000,11800,11820,2000.0
2018-11-17 00:00:00,11750,12700,11550,12560,15700.0
2018-11-18 00:00:00,12800,13280,12470,12890,14500.0
2018-11-19 00:00:00,12950,13050,12650,12760,6700.0
2018-11-20 00:00:00,12880,12880,12700,12750,3600.0
2018-11-21 00:00:00,12850,12900,12730,12800,5000.0
2018-11-22 00:00:00,12730,12730,12230,12250,6700.0
2018-11-23 00:00:00,12020,12090,11950,12000,2900.0
2018-11-24 00:00:00,12050,12450,12050,12350,9100.0
2018-11-25 00:00:00,12400,12470,12036,12320,4200.0
2018-11-26 00:00:00,12350,12430,12040,12040,12100.0
2018-11-27 00:00:00,12050,12080,11640,11750,8400.0
2018-11-28 00:00:00,11700,11800,10850,11000,7400.0
2018-11-29 00:00:00,10830,11500,10800,11340,8800.0
2018-11-30 00:00:00,11180,11190,11100,11170,3600.0
2018-12-01 00:00:00,11220,11320,11000,11280,11300.0
2018-12-02 00:00:00,11380,11930,11340,11660,14200.0
2018-12-03 00:00:00,11750,11820,11150,11200,11700.0
2018-12-04 00:00:00,11180,11350,11000,11240,7700.0
2018-12-05 00:00:00,11150,11290,11150,11250,7300.0
2018-12-06 00:00:00,11320,11600,11280,11450,9100.0
2018-12-07 00:00:00,11430,11430,11380,11380,1200.0
2018-12-08 00:00:00,11380,11500,11240,11300,11100.0
2018-12-09 00:00:00,11270,11290,10900,10950,7700.0
2018-12-10 00:00:00,10900,10980,10570,10600,10400.0
2018-12-11 00:00:00,10450,10580,9820,9930,15400.0
2018-12-12 00:00:00,9950,10400,9700,10200,15000.0
2018-12-13 00:00:00,10270,10450,10230,10250,10600.0
2018-12-14 00:00:00,10140,10210,10120,10160,2700.0
2018-12-15 00:00:00,10200,10200,9750,9820,15000.0
2018-12-16 00:00:00,9800,10000,9700,9930,13700.0
2018-12-17 00:00:00,9940,10200,9850,9880,12900.0
2018-12-18 00:00:00,9860,10140,9800,10130,14100.0
2018-12-19 00:00:00,10170,10250,9950,9950,10500.0
2018-12-20 00:00:00,9990,10060,9940,10010,4000.0
2018-12-21 00:00:00,10030,10030,10000,10000,1200.0
2018-12-22 00:00:00,10000,10120,10000,10080,4400.0
2018-12-23 00:00:00,10110,10330,10110,10260,11300.0
2018-12-24 00:00:00,10290,10440,10220,10410,12900.0
2018-12-25 00:00:00,10400,11660,10400,11310,23700.0
2018-12-26 00:00:00,11440,12000,11000,11170,23300.0
2018-12-27 00:00:00,11180,11220,10530,10550,13400.0
2018-12-28 00:00:00,10480,10480,10320,10340,3200.0
2018-12-29 00:00:00,10280,10690,10100,10630,12700.0
2018-12-30 00:00:00,10670,10900,10620,10700,10700.0
2018-12-31 00:00:00,10800,10880,10720,10810,12400.0
2019-01-01 00:00:00,10760,10760,10370,10380,17300.0
2019-01-02 00:00:00,10380,10600,10330,10570,11800.0
2019-01-03 00:00:00,10610,10710,10570,10590,6400.0
2019-01-04 00:00:00,10650,10650,10600,10630,1300.0
2019-01-05 00:00:00,10700,10730,10500,10560,11900.0
2019-01-06 00:00:00,10580,10750,10550,10740,14600.0
2019-01-07 00:00:00,10800,10940,10720,10880,15700.0
2019-01-08 00:00:00,10880,10900,10780,10830,13700.0
2019-01-09 00:00:00,10850,10880,10790,10860,7900.0
2019-01-10 00:00:00,10900,11170,10900,11100,12600.0
2019-01-11 00:00:00,11080,11090,11080,11080,300.0
2019-01-12 00:00:00,11110,11640,11100,11600,20000.0
2019-01-13 00:00:00,11650,11880,11000,11090,24600.0
2019-01-14 00:00:00,11130,11240,10870,11180,17000.0
2019-01-15 00:00:00,11220,11390,11210,11340,16900.0
2019-01-16 00:00:00,11370,11440,11260,11440,13600.0
2019-01-17 00:00:00,11500,11530,11400,11410,9800.0
2019-01-18 00:00:00,11350,11360,11330,11360,1000.0
2019-01-20 00:00:00,11500,11660,11500,11610,9300.0
2019-01-21 00:00:00,11620,11660,11530,11590,15500.0
2019-01-22 00:00:00,11610,11670,11420,11520,15700.0
2019-01-23 00:00:00,11550,11650,11520,11580,11200.0
2019-01-24 00:00:00,11570,11640,11540,11610,7300.0
2019-01-25 00:00:00,11600,11620,11590,11620,2900.0
